"AS16-M-0060","DATA/REVOLUTION_17/AS16-M-0060.lbl","AS16-M-0060.tif","A16MC_0001","A16C-L-MC-2-SCANNED-IMAGES-V1.0","MOON","METRIC CAMERA","APOLLO 16 COMMAND AND SERVICE MODULE"
"AS16-M-0061","DATA/REVOLUTION_17/AS16-M-0061.lbl","AS16-M-0061.tif","A16MC_0001","A16C-L-MC-2-SCANNED-IMAGES-V1.0","MOON","METRIC CAMERA","APOLLO 16 COMMAND AND SERVICE MODULE"
"AS16-M-0062","DATA/REVOLUTION_17/AS16-M-0062.lbl","AS16-M-0062.tif","A16MC_0001","A16C-L-MC-2-SCANNED-IMAGES-V1.0","MOON","METRIC CAMERA","APOLLO 16 COMMAND AND SERVICE MODULE"
"AS16-M-0063","DATA/REVOLUTION_17/AS16-M-0063.lbl","AS16-M-0063.tif","A16MC_0001","A16C-L-MC-2-SCANNED-IMAGES-V1.0","MOON","METRIC CAMERA","APOLLO 16 COMMAND AND SERVICE MODULE"
"AS16-M-0064","DATA/REVOLUTION_17/AS16-M-0064.lbl","AS16-M-0064.tif","A16MC_0001","A16C-L-MC-2-SCANNED-IMAGES-V1.0","MOON","METRIC CAMERA","APOLLO 16 COMMAND AND SERVICE MODULE"
"AS16-M-0065","DATA/REVOLUTION_17/AS16-M-0065.lbl","AS16-M-0065.tif","A16MC_0001","A16C-L-MC-2-SCANNED-IMAGES-V1.0","MOON","METRIC CAMERA","APOLLO 16 COMMAND AND SERVICE MODULE"
"AS16-M-0066","DATA/REVOLUTION_17/AS16-M-0066.lbl","AS16-M-0066.tif","A16MC_0001","A16C-L-MC-2-SCANNED-IMAGES-V1.0","MOON","METRIC CAMERA","APOLLO 16 COMMAND AND SERVICE MODULE"
"AS16-M-0067","DATA/REVOLUTION_17/AS16-M-0067.lbl","AS16-M-0067.tif","A16MC_0001","A16C-L-MC-2-SCANNED-IMAGES-V1.0","MOON","METRIC CAMERA","APOLLO 16 COMMAND AND SERVICE MODULE"
"AS16-M-0068","DATA/REVOLUTION_17/AS16-M-0068.lbl","AS16-M-0068.tif","A16MC_0001","A16C-L-MC-2-SCANNED-IMAGES-V1.0","MOON","METRIC CAMERA","APOLLO 16 COMMAND AND SERVICE MODULE"
"AS16-M-0069","DATA/REVOLUTION_17/AS16-M-0069.lbl","AS16-M-0069.tif","A16MC_0001","A16C-L-MC-2-SCANNED-IMAGES-V1.0","MOON","METRIC CAMERA","APOLLO 16 COMMAND AND SERVICE MODULE"
"AS16-M-0070","DATA/REVOLUTION_17/AS16-M-0070.lbl","AS16-M-0070.tif","A16MC_0001","A16C-L-MC-2-SCANNED-IMAGES-V1.0","MOON","METRIC CAMERA","APOLLO 16 COMMAND AND SERVICE MODULE"
"AS16-M-0071","DATA/REVOLUTION_17/AS16-M-0071.lbl","AS16-M-0071.tif","A16MC_0001","A16C-L-MC-2-SCANNED-IMAGES-V1.0","MOON","METRIC CAMERA","APOLLO 16 COMMAND AND SERVICE MODULE"
"AS16-M-0072","DATA/REVOLUTION_17/AS16-M-0072.lbl","AS16-M-0072.tif","A16MC_0001","A16C-L-MC-2-SCANNED-IMAGES-V1.0","MOON","METRIC CAMERA","APOLLO 16 COMMAND AND SERVICE MODULE"
"AS16-M-0073","DATA/REVOLUTION_17/AS16-M-0073.lbl","AS16-M-0073.tif","A16MC_0001","A16C-L-MC-2-SCANNED-IMAGES-V1.0","MOON","METRIC CAMERA","APOLLO 16 COMMAND AND SERVICE MODULE"
"AS16-M-0074","DATA/REVOLUTION_17/AS16-M-0074.lbl","AS16-M-0074.tif","A16MC_0001","A16C-L-MC-2-SCANNED-IMAGES-V1.0","MOON","METRIC CAMERA","APOLLO 16 COMMAND AND SERVICE MODULE"
"AS16-M-0075","DATA/REVOLUTION_17/AS16-M-0075.lbl","AS16-M-0075.tif","A16MC_0001","A16C-L-MC-2-SCANNED-IMAGES-V1.0","MOON","METRIC CAMERA","APOLLO 16 COMMAND AND SERVICE MODULE"
"AS16-M-0076","DATA/REVOLUTION_17/AS16-M-0076.lbl","AS16-M-0076.tif","A16MC_0001","A16C-L-MC-2-SCANNED-IMAGES-V1.0","MOON","METRIC CAMERA","APOLLO 16 COMMAND AND SERVICE MODULE"
"AS16-M-0077","DATA/REVOLUTION_17/AS16-M-0077.lbl","AS16-M-0077.tif","A16MC_0001","A16C-L-MC-2-SCANNED-IMAGES-V1.0","MOON","METRIC CAMERA","APOLLO 16 COMMAND AND SERVICE MODULE"
"AS16-M-0078","DATA/REVOLUTION_17/AS16-M-0078.lbl","AS16-M-0078.tif","A16MC_0001","A16C-L-MC-2-SCANNED-IMAGES-V1.0","MOON","METRIC CAMERA","APOLLO 16 COMMAND AND SERVICE MODULE"
"AS16-M-0079","DATA/REVOLUTION_17/AS16-M-0079.lbl","AS16-M-0079.tif","A16MC_0001","A16C-L-MC-2-SCANNED-IMAGES-V1.0","MOON","METRIC CAMERA","APOLLO 16 COMMAND AND SERVICE MODULE"
"AS16-M-0080","DATA/REVOLUTION_17/AS16-M-0080.lbl","AS16-M-0080.tif","A16MC_0001","A16C-L-MC-2-SCANNED-IMAGES-V1.0","MOON","METRIC CAMERA","APOLLO 16 COMMAND AND SERVICE MODULE"
"AS16-M-0081","DATA/REVOLUTION_17/AS16-M-0081.lbl","AS16-M-0081.tif","A16MC_0001","A16C-L-MC-2-SCANNED-IMAGES-V1.0","MOON","METRIC CAMERA","APOLLO 16 COMMAND AND SERVICE MODULE"
"AS16-M-0082","DATA/REVOLUTION_17/AS16-M-0082.lbl","AS16-M-0082.tif","A16MC_0001","A16C-L-MC-2-SCANNED-IMAGES-V1.0","MOON","METRIC CAMERA","APOLLO 16 COMMAND AND SERVICE MODULE"
"AS16-M-0083","DATA/REVOLUTION_17/AS16-M-0083.lbl","AS16-M-0083.tif","A16MC_0001","A16C-L-MC-2-SCANNED-IMAGES-V1.0","MOON","METRIC CAMERA","APOLLO 16 COMMAND AND SERVICE MODULE"
"AS16-M-0084","DATA/REVOLUTION_17/AS16-M-0084.lbl","AS16-M-0084.tif","A16MC_0001","A16C-L-MC-2-SCANNED-IMAGES-V1.0","MOON","METRIC CAMERA","APOLLO 16 COMMAND AND SERVICE MODULE"
"AS16-M-0085","DATA/REVOLUTION_17/AS16-M-0085.lbl","AS16-M-0085.tif","A16MC_0001","A16C-L-MC-2-SCANNED-IMAGES-V1.0","MOON","METRIC CAMERA","APOLLO 16 COMMAND AND SERVICE MODULE"
"AS16-M-0086","DATA/REVOLUTION_17/AS16-M-0086.lbl","AS16-M-0086.tif","A16MC_0001","A16C-L-MC-2-SCANNED-IMAGES-V1.0","MOON","METRIC CAMERA","APOLLO 16 COMMAND AND SERVICE MODULE"
"AS16-M-0087","DATA/REVOLUTION_17/AS16-M-0087.lbl","AS16-M-0087.tif","A16MC_0001","A16C-L-MC-2-SCANNED-IMAGES-V1.0","MOON","METRIC CAMERA","APOLLO 16 COMMAND AND SERVICE MODULE"
"AS16-M-0088","DATA/REVOLUTION_17/AS16-M-0088.lbl","AS16-M-0088.tif","A16MC_0001","A16C-L-MC-2-SCANNED-IMAGES-V1.0","MOON","METRIC CAMERA","APOLLO 16 COMMAND AND SERVICE MODULE"
"AS16-M-0089","DATA/REVOLUTION_17/AS16-M-0089.lbl","AS16-M-0089.tif","A16MC_0001","A16C-L-MC-2-SCANNED-IMAGES-V1.0","MOON","METRIC CAMERA","APOLLO 16 COMMAND AND SERVICE MODULE"
"AS16-M-0090","DATA/REVOLUTION_17/AS16-M-0090.lbl","AS16-M-0090.tif","A16MC_0001","A16C-L-MC-2-SCANNED-IMAGES-V1.0","MOON","METRIC CAMERA","APOLLO 16 COMMAND AND SERVICE MODULE"
"AS16-M-0091","DATA/REVOLUTION_17/AS16-M-0091.lbl","AS16-M-0091.tif","A16MC_0001","A16C-L-MC-2-SCANNED-IMAGES-V1.0","MOON","METRIC CAMERA","APOLLO 16 COMMAND AND SERVICE MODULE"
"AS16-M-0092","DATA/REVOLUTION_17/AS16-M-0092.lbl","AS16-M-0092.tif","A16MC_0001","A16C-L-MC-2-SCANNED-IMAGES-V1.0","MOON","METRIC CAMERA","APOLLO 16 COMMAND AND SERVICE MODULE"
